assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
198640040,55257,Aromobates meridensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,meridensis,,,,"(Dole &amp; Durant, 1972)",Critically Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
198640385,55258,Aromobates molinarii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,molinarii,,,,"(La Marca, 1985)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
198640565,55259,Aromobates orostoma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,orostoma,,,,"(Rivero, 1978)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
198640746,55260,Aromobates serranus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,serranus,,,,"(Péfaur, 1985)",Critically Endangered,D,3.1,Decreasing,Global
198647502,56423,Pristimantis anotis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,anotis,,,,"(Walker &amp; Test, 1955)",Critically Endangered,B1ab(v),3.1,Decreasing,Global
198651284,56978,Pristimantis stenodiscus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,stenodiscus,,,,"(Walker &amp; Test, 1955)",Critically Endangered,B1ab(v),3.1,Decreasing,Global
198653847,61809,Pristimantis kareliae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,kareliae,,,,"(La Marca, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
198654422,61820,Pristimantis telefericus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,telefericus,,,,"(La Marca, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
198656079,136009,Pristimantis thyellus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,thyellus,,,,"(La Marca, 2007)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
198657330,136097,Allobates caribe,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,caribe,,,,"(Barrio-Amorós, Rivas &amp; Kaiser, 2006)",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
198660963,190995,Mannophryne speeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Mannophryne,speeri,,,,"La Marca, 2009",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
198663690,77342769,Aromobates walterarpi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,walterarpi,,,,"La Marca &amp; Otero-López, 2012",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
198663894,77342836,Aromobates zippeli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Aromobates,zippeli,,,,"Barrio-Amorós &amp; Santos, 2012",Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(ii)",3.1,Decreasing,Global
198665573,78543194,Pristimantis imthurni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,imthurni,,,,"Kok, 2013",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
198665759,78544860,Pristimantis jamescameroni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,jamescameroni,,,,"Kok, 2013",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
198667906,87736069,Pristimantis hoogmoedi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,hoogmoedi,,,,"Kaiser, Barrio-Amorós, Rivas-Fuenmayor, Steinlein &amp; Schmid, 2015",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
198803046,178695495,Pristimantis phoxocephalus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,phoxocephalus,,,,"(Lynch, 1979)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
199959007,22692024,Sypheotides indicus,ANIMALIA,CHORDATA,OTIDIFORMES,AVES,OTIDIDAE,Sypheotides,indicus,,,,"(Miller, 1782)",Critically Endangered,A2bcd+3bcd+4bcd,3.1,Decreasing,Global
200035906,200035703,Rheinardia ocellata,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Rheinardia,ocellata,,,,"(Elliot, 1871)",Critically Endangered,A2bcd+3bcd+4bcd,3.1,Decreasing,Global
200037879,194312,Bolitoglossa centenorum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,centenorum,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
200062503,22735949,Nesospiza wilkinsi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Nesospiza,wilkinsi,,,,"Lowe, 1923",Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(i,ii); D",3.1,Decreasing,Global
200106209,200106196,Aneides caryaensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aneides,caryaensis,,,,"Patton, Apodaca, Corser, Wilson, Williams, Cameron &amp; Wake, 2019",Critically Endangered,"B1ab(iii,v); C2a(ii)",3.1,Decreasing,Global
200270409,200250452,Oreotrochilus cyanolaemus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Oreotrochilus,cyanolaemus,,,,"Sornoza-Molina et al., 2018",Critically Endangered,C2a(ii),3.1,Decreasing,Global
200412778,200197684,Curculio vibariae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CURCULIONIDAE,Curculio,vibariae,,,,"Kwon &amp; Lee, 1990",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
200412798,200197855,Curculio quelparticola,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CURCULIONIDAE,Curculio,quelparticola,,,,"Kwon &amp; Lee, 1990",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
200412803,200197903,Curculio hallasanensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CURCULIONIDAE,Curculio,hallasanensis,,,,"Kwon &amp; Lee, 1990",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
200412848,200200437,Polygraphus nobuchii,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CURCULIONIDAE,Polygraphus,nobuchii,,,,"Choo &amp; Woo, 1989",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
201545199,200296433,Cacatua citrinocristata,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Cacatua,citrinocristata,,,,"(Fraser, 1844)",Critically Endangered,A2bcd+4bcd,3.1,Decreasing,Global
203084385,203084383,Liobagrus styani,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,AMBLYCIPITIDAE,Liobagrus,styani,,,,"Regan, 1908",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
203170332,22712042,Eurochelidon sirintarae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Eurochelidon,sirintarae,,,,"(Kitti, 1968)",Critically Endangered,D,3.1,Decreasing,Global
203284197,203284195,Parabotia brevirostris,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,BOTIIDAE,Parabotia,brevirostris,,,,"Zhu &amp; Zhu, 2012",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
203338953,203338950,Acheilognathus hypselonotus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,ACHEILOGNATHIDAE,Acheilognathus,hypselonotus,,,,"(Bleeker, 1871)",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
203720849,63128,Mustelus mento,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,mento,,,,"Cope, 1877",Critically Endangered,A2bd,3.1,Decreasing,Global
204404464,181007989,Loxodonta cyclotis,ANIMALIA,CHORDATA,PROBOSCIDEA,MAMMALIA,ELEPHANTIDAE,Loxodonta,cyclotis,,,,"Matschie, 1900",Critically Endangered,A2abd,3.1,Decreasing,Global
204461164,22695189,Gyps africanus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Gyps,africanus,,,,"Salvadori, 1865",Critically Endangered,A2abcd+3bcd+4abcd,3.1,Decreasing,Global
204501158,204501027,Conraua sagyimase,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CONRAUIDAE,Conraua,sagyimase,,,,"Neira-Salamea, Ofori-Boateng, Kouamé, Blackburn, Segniagbeto, Hillers, Barej, Leaché &amp; Rödel, 2021",Critically Endangered,A3c; B1ab(iii),3.1,Decreasing,Global
204524092,192589003,Mayataia griveaudi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Mayataia,griveaudi,,,,"(Paulian, 1961)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
204618615,22695194,Gyps bengalensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Gyps,bengalensis,,,,"(Gmelin, 1788)",Critically Endangered,A2abce+4abce,3.1,Decreasing,Global
204672586,22729731,Gyps indicus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Gyps,indicus,,,,"(Scopoli, 1786)",Critically Endangered,A2abce+4abce,3.1,Decreasing,Global
204723468,22695207,Gyps rueppelli,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Gyps,rueppelli,,,,"(Brehm, 1852)",Critically Endangered,A2abcd+3bcd+4abcd,3.1,Decreasing,Global
204781113,22729460,Gyps tenuirostris,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Gyps,tenuirostris,,,,"Gray, 1844",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
204974761,22695185,Necrosyrtes monachus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Necrosyrtes,monachus,,,,"(Temminck, 1823)",Critically Endangered,A3cd+4acd,3.1,Decreasing,Global
205031246,22695254,Sarcogyps calvus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Sarcogyps,calvus,,,,"(Scopoli, 1786)",Critically Endangered,A2abce+4abce,3.1,Decreasing,Global
205380033,22695250,Trigonoceps occipitalis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Trigonoceps,occipitalis,,,,"(Burchell, 1824)",Critically Endangered,A2abcd+3bcd+4abcd,3.1,Decreasing,Global
205841390,39805,Presbytis percura,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,percura,,,,"Lyon, 1908",Critically Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
205911512,39761,Nycticebus javanicus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LORISIDAE,Nycticebus,javanicus,,,,"É. Geoffroy, 1812",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
207283191,60170,Glaucostegus obtusus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,obtusus,,,,"(Müller &amp; Henle, 1841)",Critically Endangered,A2bd,3.1,Decreasing,Global
207457413,174591,Arthroleptis krokosua,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Arthroleptis,krokosua,,,,"Ernst, Agyei &amp; Rödel, 2008",Critically Endangered,C2a(ii),3.1,Decreasing,Global
207611465,22727411,Lophura erythrophthalma,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lophura,erythrophthalma,,,,"(Raffles, 1822)",Critically Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
207731709,60175,Glaucostegus thouin,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,thouin,,,,"(Anonymous [Lacepède], 1798)",Critically Endangered,A2bd,3.1,Decreasing,Global
208496244,215823373,Balaenoptera ricei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,ricei,,,,"Rosel, Wilcox, Yamada &amp; Mullin, 2021",Critically Endangered,D,3.1,Decreasing,Global
208811863,60274,Pyrrhosoma elisabethae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pyrrhosoma,elisabethae,,,,"Schmidt, 1948",Critically Endangered,A2ac+3c+4ac,3.1,Decreasing,"Global, Europe & Mediterranean"
209366126,209366118,Andinobates supata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Andinobates,supata,,,,"Chaves-Portilla, Salazar, Gil-Acero, Dorado-Correa, Márquez, Rueda-Almonacid &amp; Amézquita, 2021",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
209536462,1933,Aproteles bulmerae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Aproteles,bulmerae,,,,"Menzies, 1977",Critically Endangered,"B2ab(iv,v)c(ii); C2a(ii)",3.1,Decreasing,Global
210445926,61925,Bradypus pygmaeus,ANIMALIA,CHORDATA,PILOSA,MAMMALIA,BRADYPODIDAE,Bradypus,pygmaeus,,,,"Anderson &amp; Handley, 2001",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Decreasing,Global
210840935,22684727,Zanda baudinii,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Zanda,baudinii,,,,"(Lear, 1832)",Critically Endangered,A2bcde+3cde+4bcde,3.1,Decreasing,Global
211020578,136503,Plecotus sardus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,sardus,,,,"Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002",Critically Endangered,C1,3.1,Decreasing,"Global, Europe & Mediterranean"
211021391,215482954,Plecotus teneriffae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,teneriffae,,,,"Barret-Hamilton, 1907",Critically Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global & Europe
211437273,17941,Polyommatus humedasae,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Polyommatus,humedasae,,,,"(Toso &amp; Balletto, 1976)",Critically Endangered,"B1ab(iii,iv)",3.1,Decreasing,Global & Europe
211450038,173231,Hipparchia sbordonii,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Hipparchia,sbordonii,,,,"Kudrna, 1984",Critically Endangered,"B1ab(iii,iv,v)c(iv)+2ab(iii,iv,v)c(iv)",3.1,Decreasing,"Global, Europe & Mediterranean"
211451929,62148586,Pseudochazara williamsi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Pseudochazara,williamsi,,,,"(Romei, 1927)",Critically Endangered,"A3c; B1ab(i,ii,iii,iv)",3.1,Decreasing,"Global, Europe & Mediterranean"
211665305,211665303,Meandrina jacksoni,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MEANDRINIDAE,Meandrina,jacksoni,,,,"Weil &amp; Pinzón, 2011",Critically Endangered,A3c,3.1,Decreasing,Global
211825128,22685237,Pezoporus occidentalis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pezoporus,occidentalis,,,,"(Gould, 1861)",Critically Endangered,C2a(i),3.1,Decreasing,Global
212098466,196174028,Kosciuscola restrictus,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Kosciuscola,restrictus,,,,"Rehn, 1957",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
212784933,212784931,Schizothorax biddulphi,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Schizothorax,biddulphi,,,,"Günther, 1876",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
212785243,212785241,Leptobotia rubrilabris,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,BOTIIDAE,Leptobotia,rubrilabris,,,,"(Dabry de Thiersant, 1872)",Critically Endangered,A2c,3.1,Decreasing,Global
212785590,212785588,Onychostoma angustistomatum,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Onychostoma,angustistomatum,,,,"(Fang, 1940)",Critically Endangered,D,3.1,Decreasing,Global
212785620,212785618,Discocheilus multilepis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Discocheilus,multilepis,,,,"(Wang &amp; Li, 1994)",Critically Endangered,B2ab(iii),3.1,Decreasing,Global
212878612,212878608,Coreius septentrionalis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,GOBIONIDAE,Coreius,septentrionalis,,,,"(Nichols, 1925)",Critically Endangered,D,3.1,Decreasing,Global
212910670,212910668,Yunnanilus obtusirostris,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Yunnanilus,obtusirostris,,,,"Yang, 1995",Critically Endangered,B2ab(v),3.1,Decreasing,Global
212910710,212910708,Yunnanilus bajiangensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Yunnanilus,bajiangensis,,,,"Li, 2004",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
212910730,212910728,Yunnanilus analis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Yunnanilus,analis,,,,"Yang, 1990",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
212910920,212910918,Heminoemacheilus hyalinus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Heminoemacheilus,hyalinus,,,,"Lan, Yang &amp; Chen, 1996",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
212911687,212911685,Yunnanilus elakatis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,NEMACHEILIDAE,Yunnanilus,elakatis,,,,"Cao &amp; Zhu, 1989",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
212929653,212920996,Khairuloconcha lunbawangorum,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Khairuloconcha,lunbawangorum,,,,"Zieritz, Rahim, Taha &amp; Pfeiffer, 2021",Critically Endangered,"A3c; B2ab(i,ii,iii)",3.1,Decreasing,Global
212929679,212920999,Khairuloconcha sahanae,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Khairuloconcha,sahanae,,,,"Zieritz, Jainih &amp; Lopes-Lima, 2021",Critically Endangered,"A3c; B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
212965871,212965425,Unio durieui,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Unio,durieui,,,,"Deshayes, 1847",Critically Endangered,A2c,3.1,Decreasing,Global
213044264,213044261,Aspiorhynchus laticeps,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Aspiorhynchus,laticeps,,,,"(Day, 1877)",Critically Endangered,B1ab(v),3.1,Decreasing,Global
213044287,213044283,Aphyocypris lini,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,XENOCYPRIDIDAE,Aphyocypris,lini,,,,"(Weltzman &amp; Chan, 1966)",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
213044707,213044705,Chimarrichthys davidi,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,SISORIDAE,Chimarrichthys,davidi,,,,"Sauvage, 1874",Critically Endangered,A2cde,3.1,Decreasing,Global
213319694,213319691,Colpophyllia breviserialis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Colpophyllia,breviserialis,,,,"Milne Edwards &amp; Haime, 1849",Critically Endangered,A3c,3.1,Decreasing,Global
214180385,214180025,Xerocrassa lacipensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,GEOMITRIDAE,Xerocrassa,lacipensis,,,,"Torres Alba &amp; Quintana Cardona, 2021",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,"Global, Europe & Mediterranean"
214253606,214253576,Caseolus pittae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,GEOMITRIDAE,Caseolus,pittae,,,,"(Paiva, 1866)",Critically Endangered,D,3.1,Decreasing,Global & Europe
214417808,214417427,Rhynchobatus mononoke,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,mononoke,,,,"Koeda, Itou, Yamada &amp; Motomura, 2020",Critically Endangered,A2bd,3.1,Decreasing,Global
214418413,214418407,Glaucostegus younholeei,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,younholeei,,,,"Habib &amp; Islam, 2021",Critically Endangered,A2bd,3.1,Decreasing,Global
214530072,205786762,Altigena discognathoides,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Altigena,discognathoides,,,,"(Nichols &amp; Pope, 1927)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
214530082,205788489,Anabarilius brevianalis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,XENOCYPRIDIDAE,Anabarilius,brevianalis,,,,"Zhou &amp; Cui, 1992",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
214541137,17028,Phocoena sinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,sinus,,,,"Norris &amp; McFarland, 1958",Critically Endangered,A2a; C1+2a(ii); D; E,3.1,Decreasing,Global
214613897,214611849,Rhagophthalmus hiemalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,RHAGOPHTHALMIDAE,Rhagophthalmus,hiemalis,,,,"Yiu, 2017",Critically Endangered,A2b,3.1,Decreasing,Global
214613937,214612705,Oculogryphus chenghoiyanae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LAMPYRIDAE,Oculogryphus,chenghoiyanae,,,,"Yiu &amp; Jeng, 2018",Critically Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,Decreasing,Global
215090010,41573,Microcebus berthae,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CHEIROGALEIDAE,Microcebus,berthae,,,,"Rasoloarison, Goodman &amp; Ganzhorn, 2000",Critically Endangered,A3c+4c,3.1,Decreasing,Global
215090780,39801,Presbytis femoralis,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Presbytis,femoralis,,,,"(Martin, 1838)",Critically Endangered,C2a(i),3.1,Decreasing,Global
215164374,215164369,Kinosternon vogti,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,KINOSTERNIDAE,Kinosternon,vogti,,,,"López-Luna, Cupul-Magaña, Escobedo-Galván, González-Hernández, Centenero-Alcalá, Rangel-Mendoza, Ramírez-Ramírez &amp; Cazares-Hernández, 2018",Critically Endangered,A4cde,3.1,Decreasing,Global
215190011,156812,Azorivitrina angulosa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,VITRINIDAE,Azorivitrina,angulosa,,,,"(Morelet, 1860)",Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); D",3.1,Decreasing,Global & Europe
215621115,19595,Rhinopithecus brelichi,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Rhinopithecus,brelichi,,,,"(Thomas, 1903)",Critically Endangered,"B1ab(iii,v); C2a(ii)",3.1,Decreasing,Global
215769913,171935,Unio tumidiformis,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Unio,tumidiformis,,,,"Castro, 1885 ",Critically Endangered,A2abc,3.1,Decreasing,"Global, Europe & Mediterranean"
215829219,60166,Glaucostegus granulatus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,GLAUCOSTEGIDAE,Glaucostegus,granulatus,,,,"(Cuvier, 1829)",Critically Endangered,A2bd,3.1,Decreasing,Global
216087357,10714,Hypogeomys antimena,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,NESOMYIDAE,Hypogeomys,antimena,,,,"A. Grandidier, 1869",Critically Endangered,A2bc,3.1,Decreasing,Global
216252040,22726273,Otidiphaps insularis,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Otidiphaps,insularis,,,,"Salvin &amp; Godman, 1883",Critically Endangered,C2a(ii),3.1,Decreasing,Global
216617367,216617275,Myotis nimbaensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,nimbaensis,,,,"Simmons, Flanders, Fils, Parker, Suter, Bamba, Douno, Keita, Morales, &amp; Frick, 2021",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
217304779,217304776,Rhodeus cyanorostris,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,ACHEILOGNATHIDAE,Rhodeus,cyanorostris,,,,"Li, Liao &amp; Arai, 2020",Critically Endangered,A4bcd,3.1,Decreasing,Global
217305234,217305225,Sinorhodeus microlepis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,ACHEILOGNATHIDAE,Sinorhodeus,microlepis,,,,"Li, Liao &amp; Arai, 2017",Critically Endangered,A2bd,3.1,Decreasing,Global
217449660,184017,Azurina eupalama,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Azurina,eupalama,,,,"Heller &amp; Snodgrass, 1903",Critically Endangered,C2a(ii),3.1,Decreasing,Global
217759966,17081,Ranacephala hogei,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELIDAE,Ranacephala,hogei,,,,"(Mertens, 1967)",Critically Endangered,A2bcd+4bcd,3.1,Decreasing,Global
217969981,21652,Testudo kleinmanni,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Testudo,kleinmanni,,,,"Lortet, 1883",Critically Endangered,A2abcd+3d,3.1,Decreasing,Global
218812534,218810273,Paleonura coalescens,ANIMALIA,ARTHROPODA,PODUROMORPHA,COLLEMBOLA,NEANURIDAE,Paleonura,coalescens,,,,"Cassagnau, 1996",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
