internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
4074,Sapajus xanthosternos,"Cebus apella ssp. xanthosternos Wied-Neuwied, 1826",Cebus,apella,,subspecies,"Wied-Neuwied, 1826"
4074,Sapajus xanthosternos,"Cebus xanthosternos Wied-Neuwied, 1826",Cebus,xanthosternos,"Wied-Neuwied, 1826",,
18898,Barbodes sirang,"<i>Puntius</i> <i>sirang</i> (Herre, 1932)",<i>Puntius</i>,<i>sirang</i>,"(Herre, 1932)",,
18903,Barbodes lindog,"Puntius lindog (Herre, 1924)",Puntius,lindog,"(Herre, 1924)",,
22711458,Thryophilus nicefori,"Thryothorus nicefori Meyer de Schauensee, 1946",Thryothorus,nicefori,"Meyer de Schauensee, 1946",,
80350630,Zephyrarchaea robinsi,"Austrarchaea robinsi Harvey, 2002",Austrarchaea,robinsi,"Harvey, 2002",,
195991709,Matthewsius rossi,"Aptenocanthon rossi Matthews, 1974",Aptenocanthon,rossi,"Matthews, 1974",,
39828,Pygathrix nigripes,"Pygathrix moi (Kloss, 1926)",Pygathrix,moi,"(Kloss, 1926)",,
136843,Lepilemur ahmansoni,"Lepilemur ahmansorum Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,ahmansorum,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
136843,Lepilemur ahmansoni,"Lepilemur ahmansonorum Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,ahmansonorum,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
136843,Lepilemur ahmansoni,"Lepilemur ahmansonori Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",Lepilemur,ahmansonori,"Louis Jr., Engberg, Lei, Geng, Sommer, Randriamampionona, Randriamanana, Zaonarivelo, Andriantompohavana, Randria, Prosper, Ramaromilanto, Rakotoarisoa, Rooney & Brenneman, 2006 [orth. error]",,
172568,Rhampholeon chapmanorum,"Rhampholeon chapmani Tilbury, 1992 [orth. error]",Rhampholeon,chapmani,"Tilbury, 1992 [orth. error]",,
178207,Scelotes inornatus,"Scelotes natalensis Hewitt, 1921",Scelotes,natalensis,"Hewitt, 1921",,
178207,Scelotes inornatus,"Herpetosaura inornata (A. Smith, 1849)",Herpetosaura,inornata,"(A. Smith, 1849)",,
178207,Scelotes inornatus,"Lithophilus inornatus A. Smith, 1849",Lithophilus,inornatus,"A. Smith, 1849",,
178290276,Pycnopodia helianthoides,"Asterias helianthoides Brandt, 1835",Asterias,helianthoides,"Brandt, 1835",,
55104,Aromobates leopardalis,"Colostethus leopardalis Rivero, 1978",Colostethus,leopardalis,"Rivero, 1978",,
55202,Minyobates steyermarki,"Dendrobates steyermarki Rivero, 1971",Dendrobates,steyermarki,"Rivero, 1971",,
55202,Minyobates steyermarki,"Adelphobates steyermarki Twomey & Brown, 2008",Adelphobates,steyermarki,"Twomey & Brown, 2008",,
55247,Mannophryne neblina,"Prostherapis neblina Test, 1956",Prostherapis,neblina,"Test, 1956",,
55247,Mannophryne neblina,"Colostethus neblina Edwards, 1971",Colostethus,neblina,"Edwards, 1971",,
55253,Aromobates alboguttatus,"Colostethus inflexus Rivero, 1980",Colostethus,inflexus,"Rivero, 1980",,
55253,Aromobates alboguttatus,"Nephelobates alboguttatus (Boulenger, 1903)",Nephelobates,alboguttatus,"(Boulenger, 1903)",,
55253,Aromobates alboguttatus,"Colostethus alboguttatus Edwards, 1971",Colostethus,alboguttatus,"Edwards, 1971",,
55253,Aromobates alboguttatus,"Nephelobates inflexus La Marca, 1997",Nephelobates,inflexus,"La Marca, 1997",,
55253,Aromobates alboguttatus,"Prostherapis alboguttatus Rivero, 1961",Prostherapis,alboguttatus,"Rivero, 1961",,
55253,Aromobates alboguttatus,"Phyllobates alboguttatus Boulenger, 1903",Phyllobates,alboguttatus,"Boulenger, 1903",,
55254,Aromobates duranti,"Nephelobates duranti (Péfaur, 1985)",Nephelobates,duranti,"(Péfaur, 1985)",,
55254,Aromobates duranti,"Colostethus duranti Péfaur, 1985",Colostethus,duranti,"Péfaur, 1985",,
55255,Aromobates haydeeae,"Nephelobates haydeeae (Rivero, 1976)",Nephelobates,haydeeae,"(Rivero, 1976)",,
55255,Aromobates haydeeae,"Colostethus haydeeae Rivero, 1976",Colostethus,haydeeae,"Rivero, 1976",,
55257,Aromobates meridensis,"Nephelobates meridensis (Dole & Durant, 1972)",Nephelobates,meridensis,"(Dole & Durant, 1972)",,
55257,Aromobates meridensis,"Colostethus meridensis Dole & Durant, 1972",Colostethus,meridensis,"Dole & Durant, 1972",,
55258,Aromobates molinarii,"Nephelobates molinarii (La Marca, 1985)",Nephelobates,molinarii,"(La Marca, 1985)",,
55258,Aromobates molinarii,"Colostethus molinarii La Marca, 1985",Colostethus,molinarii,"La Marca, 1985",,
55259,Aromobates orostoma,"Nephelobates orostoma (Rivero, 1976)",Nephelobates,orostoma,"(Rivero, 1976)",,
55259,Aromobates orostoma,"Colostethus orostoma Rivero, 1978",Colostethus,orostoma,"Rivero, 1978",,
55260,Aromobates serranus,"Nephelobates serranus (Péfaur, 1985)",Nephelobates,serranus,"(Péfaur, 1985)",,
55260,Aromobates serranus,"Colostethus serranus Péfaur, 1985",Colostethus,serranus,"Péfaur, 1985",,
56423,Pristimantis anotis,"Eleutherodactylus anotis Walker & Test, 1955",Eleutherodactylus,anotis,"Walker & Test, 1955",,
56978,Pristimantis stenodiscus,"Eleutherodactylus stenodiscus Walker & Test, 1955",Eleutherodactylus,stenodiscus,"Walker & Test, 1955",,
61809,Pristimantis kareliae,"Eleutherodactylus kareliae La Marca, 2005",Eleutherodactylus,kareliae,"La Marca, 2005",,
61820,Pristimantis telefericus,"Eleutherodactylus telefericus La Marca, 2005",Eleutherodactylus,telefericus,"La Marca, 2005",,
136009,Pristimantis thyellus,"Mucubatrachus thyellus La Marca, 2007",Mucubatrachus,thyellus,"La Marca, 2007",,
136097,Allobates caribe,"Colostethus caribe Barrio-Amorós, Rivas & Kaiser, 2006",Colostethus,caribe,"Barrio-Amorós, Rivas & Kaiser, 2006",,
178695495,Pristimantis phoxocephalus,"Eleutherodactylus phoxocephalus Lynch, 1979",Eleutherodactylus,phoxocephalus,"Lynch, 1979",,
22692024,Sypheotides indicus,"Eupodotis indica ssp. indica (Miller, 1782) — Sibley and Monroe (1990, 1993)",Eupodotis,indica,,subspecies,"(Miller, 1782) — Sibley and Monroe (1990, 1993)"
22692024,Sypheotides indicus,"Sypheotides indica (Miller, 1782) — BirdLife International (2000)",Sypheotides,indica,"(Miller, 1782) — BirdLife International (2000)",,
22692024,Sypheotides indicus,"Sypheotides indica (Miller, 1782) — Collar <i>et al</i>. (1994)",Sypheotides,indica,"(Miller, 1782) — Collar <i>et al</i>. (1994)",,
22692024,Sypheotides indicus,"Sypheotides indica (Miller, 1782) — Collar and Andrew (1988)",Sypheotides,indica,"(Miller, 1782) — Collar and Andrew (1988)",,
22692024,Sypheotides indicus,"Sypheotides indica (Miller, 1782) — BirdLife International (2004)",Sypheotides,indica,"(Miller, 1782) — BirdLife International (2004)",,
22692024,Sypheotides indicus,"Otis indica Miller, 1782",Otis,indica,"Miller, 1782",,
200296433,Cacatua citrinocristata,"Plyctolophus citrino-cristatus Fraser, 1844",Plyctolophus,citrino-cristatus,"Fraser, 1844",,
22712042,Eurochelidon sirintarae,"Pseudochelidon sirintarae ssp. sirintarae Kitti, 1968 — Collar <i>et al</i>. (1994)",Pseudochelidon,sirintarae,,subspecies,"Kitti, 1968 — Collar <i>et al</i>. (1994)"
22712042,Eurochelidon sirintarae,"Pseudochelidon sirintarae ssp. sirintarae Kitti, 1968 — Sibley and Monroe (1990, 1993)",Pseudochelidon,sirintarae,,subspecies,"Kitti, 1968 — Sibley and Monroe (1990, 1993)"
22712042,Eurochelidon sirintarae,"Pseudochelidon sirintarae Collar and Andrew (1988) ssp. sirintarae Kitti, 1968 — Collar and Andrew (1988)",Pseudochelidon,sirintarae,Collar and Andrew (1988),subspecies,"Kitti, 1968 — Collar and Andrew (1988)"
22712042,Eurochelidon sirintarae,"Pseudochelidon sirintarae Kitti, 1968",Pseudochelidon,sirintarae,"Kitti, 1968",,
203338950,Acheilognathus hypselonotus,"Acanthorhodeus hypselonotus Bleeker, 1871",Acanthorhodeus,hypselonotus,"Bleeker, 1871",,
181007989,Loxodonta cyclotis,"Loxodonta africana ssp. cyclotis Matschie, 1900",Loxodonta,africana,,subspecies,"Matschie, 1900"
192589003,Mayataia griveaudi,"Encya griveaudi Paulian, 1961",Encya,griveaudi,"Paulian, 1961",,
22695207,Gyps rueppelli,"Gyps rueppellii (Brehm, 1852) [orth. error]",Gyps,rueppellii,"(Brehm, 1852) [orth. error]",,
39805,Presbytis percura,"Presbytis femoralis ssp. percura Lyon, 1908",Presbytis,femoralis,,subspecies,"Lyon, 1908"
39761,Nycticebus javanicus,"Nycticebus coucang ssp. javanicus É. Geoffroy, 1812",Nycticebus,coucang,,subspecies,"É. Geoffroy, 1812"
39761,Nycticebus javanicus,"Nycticebus ornatus Thomas, 1921",Nycticebus,ornatus,"Thomas, 1921",,
60170,Glaucostegus obtusus,"Rhinobatos obtusus Müller &amp; Henle, 1841",Rhinobatos,obtusus,"Müller &amp; Henle, 1841",,
60175,Glaucostegus thouin,"Rhinobatos thouin (Anonymous [Lacepède], 1798)",Rhinobatos,thouin,"(Anonymous [Lacepède], 1798)",,
60175,Glaucostegus thouin,"Raja thouin Anonymous [Lacepède], 1798",Raja,thouin,"Anonymous [Lacepède], 1798",,
22684727,Zanda baudinii,"Calyptorhynchus baudinii Lear, 1832",Calyptorhynchus,baudinii,"Lear, 1832",,
17941,Polyommatus humedasae,"Agrodiaetus humedasae Toso & Balleto, 1976",Agrodiaetus,humedasae,"Toso & Balleto, 1976",,
62148586,Pseudochazara williamsi,"Satryrus hippolyte ssp. williamsi Romei, 1927",Satryrus,hippolyte,,subspecies,"Romei, 1927"
22685237,Pezoporus occidentalis,"Geopsittacus occidentalis ssp. occidentalis Gould, 1861 — Sibley and Monroe (1990, 1993)",Geopsittacus,occidentalis,,subspecies,"Gould, 1861 — Sibley and Monroe (1990, 1993)"
196174028,Kosciuscola restrictus,"Kosciuscola tristis ssp. restrictus Rehn, 1957",Kosciuscola,tristis,,subspecies,"Rehn, 1957"
212784931,Schizothorax biddulphi,"Schizothorax dayi Herzenstein, 1889",Schizothorax,dayi,"Herzenstein, 1889",,
212784931,Schizothorax biddulphi,"Racoma biddulphi (Günther, 1876)",Racoma,biddulphi,"(Günther, 1876)",,
212784931,Schizothorax biddulphi,"Schizothorax altior Herzenstein, 1889",Schizothorax,altior,"Herzenstein, 1889",,
212784931,Schizothorax biddulphi,"Schizothorax lacustris Kessler, 1879",Schizothorax,lacustris,"Kessler, 1879",,
212784931,Schizothorax biddulphi,"Schizothorax microlepidotus Kessler, 1879",Schizothorax,microlepidotus,"Kessler, 1879",,
212784931,Schizothorax biddulphi,"Schizothorax tarimi Kessler, 1879",Schizothorax,tarimi,"Kessler, 1879",,
212785241,Leptobotia rubrilabris,"Parabotia rubrilabris Dabry de Thiersant, 1872",Parabotia,rubrilabris,"Dabry de Thiersant, 1872",,
212785241,Leptobotia rubrilabris,"Botia fangi Tchang, 1930",Botia,fangi,"Tchang, 1930",,
212785241,Leptobotia rubrilabris,"Botia pratti Günther, 1892",Botia,pratti,"Günther, 1892",,
212785588,Onychostoma angustistomatum,"Varicorhinus angustistomatus Fang, 1940",Varicorhinus,angustistomatus,"Fang, 1940",,
212785588,Onychostoma angustistomatum,"Varicorhinus szechwanensis Chang, 1944",Varicorhinus,szechwanensis,"Chang, 1944",,
212785588,Onychostoma angustistomatum,"Onychostoma daduense Ding, 1994",Onychostoma,daduense,"Ding, 1994",,
212785588,Onychostoma angustistomatum,"Onychostoma daduensis Ding, 1994",Onychostoma,daduensis,"Ding, 1994",,
212785618,Discocheilus multilepis,"Discolabeo multilepis Wang & Li, 1994",Discolabeo,multilepis,"Wang & Li, 1994",,
212878608,Coreius septentrionalis,"Coreius longibarbus Mori, 1928",Coreius,longibarbus,"Mori, 1928",,
212878608,Coreius septentrionalis,"Coripareius septentrionalis Nichols, 1925",Coripareius,septentrionalis,"Nichols, 1925",,
212965425,Unio durieui,"Unio elongatulus ssp. durieui Deshayes, 1847",Unio,elongatulus,,subspecies,"Deshayes, 1847"
212965425,Unio durieui,"Unio sitifensis Morelet, 1851",Unio,sitifensis,"Morelet, 1851",,
213044261,Aspiorhynchus laticeps,"Ptychobarbus laticeps Day, 1877",Ptychobarbus,laticeps,"Day, 1877",,
213044283,Aphyocypris lini,"Aphyocypris pooni Lin, 1939",Aphyocypris,pooni,"Lin, 1939",,
213044283,Aphyocypris lini,"Hemigrammocypris lini Weitzman & Chan, 1966",Hemigrammocypris,lini,"Weitzman & Chan, 1966",,
213044705,Chimarrichthys davidi,"Euchiloglanis davidi (Sauvage, 1874)",Euchiloglanis,davidi,"(Sauvage, 1874)",,
214253576,Caseolus pittae,"Helix pittae Paiva, 1866",Helix,pittae,"Paiva, 1866",,
205786762,Altigena discognathoides,"Varicorhinus discognathoides Nichols & Pope, 1927",Varicorhinus,discognathoides,"Nichols & Pope, 1927",,
205786762,Altigena discognathoides,"Sinilabeo discognathoides (Nichols & Pope, 1927)",Sinilabeo,discognathoides,"(Nichols & Pope, 1927)",,
205786762,Altigena discognathoides,"Bangana discognathoides (Nichols & Pope, 1927)",Bangana,discognathoides,"(Nichols & Pope, 1927)",,
39801,Presbytis femoralis,"Presbytis australis Miller, 1913",Presbytis,australis,"Miller, 1913",,
39801,Presbytis femoralis,"Presbytis neglectus (Schlegel, 1876)",Presbytis,neglectus,"(Schlegel, 1876)",,
39801,Presbytis femoralis,"Presbytis femoralis ssp. femoralis (Martin, 1838)",Presbytis,femoralis,,subspecies,"(Martin, 1838)"
39801,Presbytis femoralis,"Semnopithecus femoralis Martin, 1838",Semnopithecus,femoralis,"Martin, 1838",,
156812,Azorivitrina angulosa,"Vitrina angulosa Morelet, 1860",Vitrina,angulosa,"Morelet, 1860",,
156812,Azorivitrina angulosa,"Plutonia angulosa (Morelet, 1860)",Plutonia,angulosa,"(Morelet, 1860)",,
171935,Unio tumidiformis,"Unio baeticus Kobelt, 1888",Unio,baeticus,"Kobelt, 1888",,
60166,Glaucostegus granulatus,"Rhinobatos granulatus Cuvier, 1829",Rhinobatos,granulatus,"Cuvier, 1829",,
17081,Ranacephala hogei,"Mesoclemmys hogei (Mertens, 1967)",Mesoclemmys,hogei,"(Mertens, 1967)",,
17081,Ranacephala hogei,"Phrynops hogei Mertens, 1967",Phrynops,hogei,"Mertens, 1967",,
184498,Corrosella pallaryi,"Pseudamnicola pallaryi Ghamizi, Vala & Bouka, 1997",Pseudamnicola,pallaryi,"Ghamizi, Vala & Bouka, 1997",,
184707,Corrosella marocana,"Hydrobia marocana Pallary, 1921",Hydrobia,marocana,"Pallary, 1921",,
184707,Corrosella marocana,"Hydrobia maroccana Pallary, 1921",Hydrobia,maroccana,"Pallary, 1921",,
6721,Discula tabellata,"Helix tabellata R.T. Lowe, 1852",Helix,tabellata,"R.T. Lowe, 1852",,
6729,Discula tectiformis,"Helix tectiformis G.B. Sowerby I, 1824",Helix,tectiformis,"G.B. Sowerby I, 1824",,
10834,Insulivitrina reticulata,"Plutonia reticulata (Mousson, 1872)",Plutonia,reticulata,"(Mousson, 1872)",,
10834,Insulivitrina reticulata,"Vitrina reticulata Mousson, 1872",Vitrina,reticulata,"Mousson, 1872",,
15019,Obelus despreauxii,"Helix despreauxii d'Orbigny, 1839",Helix,despreauxii,"d'Orbigny, 1839",,
193420,Hemicycla eurythyra,"Helix eurythyra O. Boettger, 1908",Helix,eurythyra,"O. Boettger, 1908",,
11655,Leptaxis wollastoni,"Helix wollastoni R.T. Lowe, 1852",Helix,wollastoni,"R.T. Lowe, 1852",,
9878,Hemicycla plicaria,"Helix plicaria Lamarck, 1816",Helix,plicaria,"Lamarck, 1816",,
11467,Leiostyla falknerorum,"Pupa laevigata R.T. Lowe, 1852",Pupa,laevigata,"R.T. Lowe, 1852",,
11467,Leiostyla falknerorum,"Leiostyla laevigata (R.T. Lowe, 1852)",Leiostyla,laevigata,"(R.T. Lowe, 1852)",,
3998,Caseolus subcalliferus,"Caseolus sphaerula Lowe, 1852",Caseolus,sphaerula,"Lowe, 1852",,
3998,Caseolus subcalliferus,"Helix subcallifera Reeve, 1854",Helix,subcallifera,"Reeve, 1854",,
156887,Liburnica harpya,"Helicigona harpya Subai, 1995",Helicigona,harpya,"Subai, 1995",,
156887,Liburnica harpya,"Chilostoma harpya (Subai, 1995)",Chilostoma,harpya,"(Subai, 1995)",,
157231,Xerogyra fiorii,"Candidula fiorii (Alzona &amp; Alzona Bisacchi, 1938)",Candidula,fiorii,"(Alzona &amp; Alzona Bisacchi, 1938)",,
170897,Leiostyla tesselata,"Pupa tesselata Morelet, 1860",Pupa,tesselata,"Morelet, 1860",,
220531739,Pristurus assareen,Pristurus sp. nov. 4 Carranza <i>et al</i>. ined.,Pristurus,sp. nov. 4,Carranza <i>et al</i>. ined.,,
19879,Samoana abbreviata,"Partula abbreviata Mousson, 1869",Partula,abbreviata,"Mousson, 1869",,
20492,Spermophilus suslicus,"Mus suslicus Güldenstaedt, 1770",Mus,suslicus,"Güldenstaedt, 1770",,
13311682,Flavipanurgus merceti,"Panurgus merceti Vachal, 1910",Panurgus,merceti,"Vachal, 1910",,
70330181,Plecturocebus vieirai,"Callicebus vieirai Gualda-Barros, Nascimento &amp; Amaral, 2012",Callicebus,vieirai,"Gualda-Barros, Nascimento &amp; Amaral, 2012",,
9002,Geocapromys ingrahami,"Capromys ingrahami J.A. Allen, 1891",Capromys,ingrahami,"J.A. Allen, 1891",,
228,Acipenser schrenckii,"Acipenser multiscutatus Tanaka, 1908",Acipenser,multiscutatus,"Tanaka, 1908",,
6506,Desmana moschata,"Castor moschata Linnaeus, 1758",Castor,moschata,"Linnaeus, 1758",,
3854,Carcharias taurus,Carcharias griseus Ayres 1843,Carcharias,griseus,Ayres 1843,,
3854,Carcharias taurus,Squalus americanus Mitchill 1815,Squalus,americanus,Mitchill 1815,,
3854,Carcharias taurus,Carcharias owstoni Garman 1913,Carcharias,owstoni,Garman 1913,,
3854,Carcharias taurus,Carcharias tricuspidatus Day 1878,Carcharias,tricuspidatus,Day 1878,,
221337988,Tympanocryptis pinguicolla,"Tympanocryptis lineata ssp. pinguicolla Mitchell, 1948",Tympanocryptis,lineata,,subspecies,"Mitchell, 1948"
22680064,Asarcornis scutulata,"Cairina scutulata (S. Müller, 1842)",Cairina,scutulata,"(S. Müller, 1842)",,
18584848,Pristis pristis,"Pristis zephyreus Jordan & Starks, 1895",Pristis,zephyreus,"Jordan & Starks, 1895",,
18584848,Pristis pristis,"Pristis perotteti Valenciennes, in Müller &amp; Henle, 1841",Pristis,perotteti,"Valenciennes, in Müller &amp; Henle, 1841",,
18584848,Pristis pristis,"Pristis microdon Latham, 1794",Pristis,microdon,"Latham, 1794",,
18584848,Pristis pristis,"Squalus pristis Linnaeus, 1758",Squalus,pristis,"Linnaeus, 1758",,
18175,Pristis pectinata,Pristis acutirostris,Pristis,acutirostris,,,
18175,Pristis pectinata,Pristis annandalei,Pristis,annandalei,,,
18175,Pristis pectinata,Pristis granulosa,Pristis,granulosa,,,
18175,Pristis pectinata,Pristis mississippiensis,Pristis,mississippiensis,,,
18175,Pristis pectinata,Pristis serra,Pristis,serra,,,
250543345,Withius ascensionis,"Allowithius ascensionis Beier, 1961",Allowithius,ascensionis,"Beier, 1961",,
250585610,Microphis kaipuae,"Coelonotus kaipuae Haÿ, Mennesson, Keith & Lord, 2022",Coelonotus,kaipuae,"Haÿ, Mennesson, Keith & Lord, 2022",,
58014,Stumpffia tetradactyla,"Rhombophryne tetradactyla (Vences &amp; Glaw, 1991)",Rhombophryne,tetradactyla,"(Vences &amp; Glaw, 1991)",,
279465836,Stumpffia tridactyla,"Rhombophryne tridactyla (Guibé, 1975)",Rhombophryne,tridactyla,"(Guibé, 1975)",,
253117160,Rhynchobatus laevis,"Rhinobatus laevis Bloch & Schneider, 1801",Rhinobatus,laevis,"Bloch & Schneider, 1801",,
55832080,Incilius peripatetes,"Cranopsis peripatetes (Savage, 1972)",Cranopsis,peripatetes,"(Savage, 1972)",,
55832080,Incilius peripatetes,"Ollotis peripatetes (Savage, 1972)",Ollotis,peripatetes,"(Savage, 1972)",,
55832080,Incilius peripatetes,"Bufo peripatetes Savage, 1972",Bufo,peripatetes,"Savage, 1972",,
22697810,Spheniscus demersus,"Diomedea demersa Linnaeus, 1758",Diomedea,demersa,"Linnaeus, 1758",,
203364219,Dipturus batis,"Raja batis Linnaeus, 1758",Raja,batis,"Linnaeus, 1758",,
203364219,Dipturus batis,"Raia flossada Risso, 1827",Raia,flossada,"Risso, 1827",,
203364219,Dipturus batis,"Raia gaimardi Gaimard, 1851",Raia,gaimardi,"Gaimard, 1851",,
203364219,Dipturus batis,"Propterygia hyposticta Otto, 1821",Propterygia,hyposticta,"Otto, 1821",,
203364219,Dipturus batis,"Raja macrorynchus Rafinesque, 1810",Raja,macrorynchus,"Rafinesque, 1810",,
203364219,Dipturus batis,"Batis vulgaris Couch, 1862",Batis,vulgaris,"Couch, 1862",,
203364219,Dipturus batis,"Raia vulgaris Stephan, 1779",Raia,vulgaris,"Stephan, 1779",,
18903491,Dipturus intermedius,"Dipturus intermedia (Parnell, 1837) [orth. error]",Dipturus,intermedia,"(Parnell, 1837) [orth. error]",,
18903491,Dipturus intermedius,"Raia intermedia Parnell, 1837",Raia,intermedia,"Parnell, 1837",,
22707294,Symposiachrus boanensis,"Monarcha boanensis van Bemmel, 1939",Monarcha,boanensis,"van Bemmel, 1939",,
17975,Pongo pygmaeus,"Simia pygmaeus Linnaeus, 1760",Simia,pygmaeus,"Linnaeus, 1760",,
16340,Partula jackieburchi,"Samoana jackieburchi Kondo, 1980",Samoana,jackieburchi,"Kondo, 1980",,
170247,Petrus rupestris,"Dentex rupestris Valenciennes, 1830",Dentex,rupestris,"Valenciennes, 1830",,
170247,Petrus rupestris,"Dentex brevis Kner, 1865",Dentex,brevis,"Kner, 1865",,
170183,Chrysoblephus cristiceps,"Chrysophrys cristiceps Valenciennes, 1830",Chrysophrys,cristiceps,"Valenciennes, 1830",,
20454,Speleomantes ambrosii,"Hydromantes italicus ssp. ambrosii Lanza, 1955",Hydromantes,italicus,,subspecies,"Lanza, 1955"
12798,Pseudunio auricularius,"Unio margaritifera (Draparnaud, 1801)",Unio,margaritifera,"(Draparnaud, 1801)",,
12798,Pseudunio auricularius,"Unio sinuatus (Rossmassler, 1844)",Unio,sinuatus,"(Rossmassler, 1844)",,
12798,Pseudunio auricularius,"Unio sinuata Lamarck, 1819",Unio,sinuata,"Lamarck, 1819",,
12798,Pseudunio auricularius,"Unio margaritanopsis Locard, 1889",Unio,margaritanopsis,"Locard, 1889",,
12798,Pseudunio auricularius,"Unio crassissimus (Ferrussac, 1844)",Unio,crassissimus,"(Ferrussac, 1844) ",,
12798,Pseudunio auricularius,"Margaritifera auricularia (Spengler, 1793)",Margaritifera,auricularia,"(Spengler, 1793)",,
12798,Pseudunio auricularius,"Unio auricularius Spengler, 1793",Unio,auricularius,"Spengler, 1793",,
161384,Centrophorus atromarginatus,"Centrophorus armatus ssp. barbatus Teng, 1962",Centrophorus,armatus,,subspecies,"Teng, 1962"
22714005,Zosterops chloronothos,"Zosterops chloronothos ssp. chloronothos (Vieillot, 1817) — BirdLife International (2000)",Zosterops,chloronothos,,subspecies,"(Vieillot, 1817) — BirdLife International (2000)"
22714005,Zosterops chloronothos,"Zosterops chloronothos ssp. chloronothos (Vieillot, 1817) — Collar <i>et al</i>. (1994)",Zosterops,chloronothos,,subspecies,"(Vieillot, 1817) — Collar <i>et al</i>. (1994)"
22714005,Zosterops chloronothos,"Zosterops chloronothos ssp. chloronothos (Vieillot, 1817) — Sibley and Monroe (1990, 1993)",Zosterops,chloronothos,,subspecies,"(Vieillot, 1817) — Sibley and Monroe (1990, 1993)"
22714005,Zosterops chloronothos,"Zosterops chloronothus (Vieillot, 1817) [Orth. error]",Zosterops,chloronothus,"(Vieillot, 1817) [Orth. error]",,
133663,Madracis decactis,"Pentalophora lamellosa (Duchassaing & Michelotti, 1860)",Pentalophora,lamellosa,"(Duchassaing & Michelotti, 1860)",,
133663,Madracis decactis,"Reussia lamellosa Duchassaing & Michelotti, 1860",Reussia,lamellosa,"Duchassaing & Michelotti, 1860",,
133663,Madracis decactis,"Astraea decactis Lyman, 1859",Astraea,decactis,"Lyman, 1859",,
2888,Bos javanicus,"Bos lowi Lydekker, 1912",Bos,lowi,"Lydekker, 1912",,
2888,Bos javanicus,"Bos birmanicus Lydekker, 1898",Bos,birmanicus,"Lydekker, 1898",,
59048,Sechellophryne pipilodryas,"Leptosooglossus pipilodryas (Gerlach & Willi, 2003)",Leptosooglossus,pipilodryas,"(Gerlach & Willi, 2003)",,
59048,Sechellophryne pipilodryas,"Sooglossus pipilodryas Gerlach & Willi, 2003",Sooglossus,pipilodryas,"Gerlach & Willi, 2003",,
61430,Ailuronyx trachygaster,"Platydactylus trachygaster Duméril, 1851",Platydactylus,trachygaster,"Duméril, 1851",,
232574182,Parvulastra vivipara,"Patiriella vivipara Dartnall, 1969",Patiriella,vivipara,"Dartnall, 1969",,
110847130,Mobula mobular,"Raia mobular Bonnaterre, 1788",Raia,mobular,"Bonnaterre, 1788",,
110847130,Mobula mobular,"Mobula japanica (Müller & Henle, 1841)",Mobula,japanica,"(Müller & Henle, 1841)",,
60199,Mobula tarapacana,"Cephaloptera tarapacana Philippi, 1892",Cephaloptera,tarapacana,"Philippi, 1892",,
60200,Mobula thurstoni,"Dicerobatis thurstoni Lloyd, 1908",Dicerobatis,thurstoni,"Lloyd, 1908",,
276530531,Lerniana tritonum,"Hydrobia tritonum Bourguignat, 1852",Hydrobia,tritonum,"Bourguignat, 1852",,
276530531,Lerniana tritonum,"Grossuana hohenackeri (Küster, 1853)",Grossuana,hohenackeri,"(Küster, 1853)",,
276530531,Lerniana tritonum,"Heleobia tritonum (Bourguignat, 1852)",Heleobia,tritonum,"(Bourguignat, 1852)",,
276530531,Lerniana tritonum,"Paludina hohenackeri Küster, 1853",Paludina,hohenackeri,"Küster, 1853",,
276530531,Lerniana tritonum,"Radomaniola tritonum (Bourguignat, 1852)",Radomaniola,tritonum,"(Bourguignat, 1852)",,
276530531,Lerniana tritonum,"Semisalsa tritonum Bourguignat, 1852",Semisalsa,tritonum,"Bourguignat, 1852",,
276530531,Lerniana tritonum,"Turcorientalia hohenackeri (Küster, 1853)",Turcorientalia,hohenackeri,"(Küster, 1853)",,
276530531,Lerniana tritonum,"Turcorientalia hohenackeri ssp. hohenackeri (Küster, 1853)",Turcorientalia,hohenackeri,,subspecies,"(Küster, 1853)"
